May 17 2024      1:16:07 pm     Elt: 000200 Seconds.  Real Time: 000200
ID: No spectrum identifier defined
Memory Size: 1024 Chls  Conversion Gain: 1024  Adc Offset: 0000 Chls

 Chn    Counts  ROI
   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,        0, 000
   5,        0, 000
   6,        0, 000
   7,        0, 000
   8,        0, 000
   9,        1, 000
  10,        0, 000
  11,        2, 000
  12,        1, 000
  13,        1, 000
  14,        2, 000
  15,        1, 000
  16,        3, 000
  17,        3, 000
  18,        1, 000
  19,        1, 000
  20,        1, 000
  21,        1, 000
  22,        2, 000
  23,        1, 000
  24,        0, 000
  25,        1, 000
  26,        0, 000
  27,        1, 000
  28,        0, 000
  29,        0, 000
  30,        4, 000
  31,        3, 000
  32,        4, 000
  33,        1, 000
  34,        3, 000
  35,        2, 000
  36,        3, 000
  37,        2, 000
  38,        2, 000
  39,        1, 000
  40,        0, 000
  41,        2, 000
  42,        0, 000
  43,        1, 000
  44,        1, 000
  45,        0, 000
  46,        2, 000
  47,        1, 000
  48,        1, 000
  49,        2, 000
  50,        0, 000
  51,        0, 000
  52,        0, 000
  53,        2, 000
  54,        1, 000
  55,        1, 000
  56,        1, 000
  57,        0, 000
  58,        0, 000
  59,        3, 000
  60,        3, 000
  61,        2, 000
  62,        4, 000
  63,        1, 000
  64,        2, 000
  65,        2, 000
  66,        2, 000
  67,        1, 000
  68,        2, 000
  69,        2, 000
  70,        2, 000
  71,        1, 000
  72,        2, 000
  73,        1, 000
  74,        1, 000
  75,        3, 000
  76,        1, 000
  77,        0, 000
  78,        0, 000
  79,        1, 000
  80,        0, 000
  81,        0, 000
  82,        0, 000
  83,        3, 000
  84,        1, 000
  85,        2, 000
  86,        2, 000
  87,        2, 000
  88,        2, 000
  89,        1, 000
  90,        1, 000
  91,        1, 000
  92,        0, 000
  93,        2, 000
  94,        1, 000
  95,        3, 000
  96,        2, 000
  97,        1, 000
  98,        4, 000
  99,        3, 000
 100,        0, 000
 101,        4, 000
 102,        2, 000
 103,        3, 000
 104,        4, 000
 105,        1, 000
 106,        4, 000
 107,        1, 000
 108,        1, 000
 109,        3, 000
 110,        2, 000
 111,        2, 000
 112,        2, 000
 113,        2, 000
 114,        2, 000
 115,        4, 000
 116,        3, 000
 117,        1, 000
 118,        1, 000
 119,        3, 000
 120,        0, 000
 121,        1, 000
 122,        3, 000
 123,        1, 000
 124,        2, 000
 125,        2, 000
 126,        1, 000
 127,        2, 000
 128,        0, 000
 129,        1, 000
 130,        2, 000
 131,        2, 000
 132,        2, 000
 133,        3, 000
 134,        2, 000
 135,        4, 000
 136,        2, 000
 137,        2, 000
 138,        4, 000
 139,       10, 000
 140,        3, 000
 141,        1, 000
 142,        4, 000
 143,        1, 000
 144,        3, 000
 145,        4, 000
 146,        3, 000
 147,        2, 000
 148,        0, 000
 149,        1, 000
 150,        3, 000
 151,        3, 000
 152,        2, 000
 153,        1, 000
 154,        3, 000
 155,        3, 000
 156,        2, 000
 157,        3, 000
 158,        2, 000
 159,        4, 000
 160,        1, 000
 161,        5, 000
 162,        3, 000
 163,        0, 000
 164,        1, 000
 165,        3, 000
 166,        1, 000
 167,        4, 000
 168,        3, 000
 169,        0, 000
 170,        5, 000
 171,        4, 000
 172,        7, 000
 173,        1, 000
 174,        3, 000
 175,        4, 000
 176,        2, 000
 177,        2, 000
 178,        2, 000
 179,        5, 000
 180,        4, 000
 181,        5, 000
 182,        6, 000
 183,        2, 000
 184,        2, 000
 185,        2, 000
 186,        5, 000
 187,        2, 000
 188,        4, 000
 189,        2, 000
 190,        2, 000
 191,        5, 000
 192,        4, 000
 193,        5, 000
 194,        4, 000
 195,        5, 000
 196,        3, 000
 197,        6, 000
 198,        1, 000
 199,        5, 000
 200,        3, 000
 201,        1, 000
 202,        5, 000
 203,        2, 000
 204,        6, 000
 205,        5, 000
 206,        0, 000
 207,        1, 000
 208,        5, 000
 209,        1, 000
 210,        5, 000
 211,        2, 000
 212,        3, 000
 213,        5, 000
 214,        3, 000
 215,        6, 000
 216,        5, 000
 217,        2, 000
 218,        3, 000
 219,        4, 000
 220,        6, 000
 221,        7, 000
 222,        6, 000
 223,        5, 000
 224,        2, 000
 225,        5, 000
 226,        8, 000
 227,        7, 000
 228,        4, 000
 229,        8, 000
 230,        3, 000
 231,        2, 000
 232,        9, 000
 233,        4, 000
 234,        5, 000
 235,        2, 000
 236,        2, 000
 237,        9, 000
 238,        7, 000
 239,        5, 000
 240,       12, 000
 241,        6, 000
 242,        3, 000
 243,        7, 000
 244,        4, 000
 245,        4, 000
 246,        4, 000
 247,        6, 000
 248,        2, 000
 249,        4, 000
 250,        5, 000
 251,        8, 000
 252,        6, 000
 253,        7, 000
 254,        7, 000
 255,       13, 000
 256,        1, 000
 257,        6, 000
 258,        6, 000
 259,        3, 000
 260,        6, 000
 261,        3, 000
 262,        3, 000
 263,        9, 000
 264,        7, 000
 265,       10, 000
 266,        6, 000
 267,        7, 000
 268,        5, 000
 269,        5, 000
 270,       12, 000
 271,        1, 000
 272,       10, 000
 273,        7, 000
 274,        6, 000
 275,        2, 000
 276,       10, 000
 277,        9, 000
 278,        7, 000
 279,       11, 000
 280,        6, 000
 281,        9, 000
 282,        5, 000
 283,       11, 000
 284,        6, 000
 285,        4, 000
 286,        8, 000
 287,        7, 000
 288,       11, 000
 289,       11, 000
 290,        6, 000
 291,        9, 000
 292,       11, 000
 293,        7, 000
 294,       10, 000
 295,       10, 000
 296,       12, 000
 297,       15, 000
 298,       18, 000
 299,       13, 000
 300,       10, 000
 301,       14, 000
 302,       10, 000
 303,       13, 000
 304,        9, 000
 305,       13, 000
 306,        8, 000
 307,        9, 000
 308,        8, 000
 309,       14, 000
 310,       10, 000
 311,       15, 000
 312,       12, 000
 313,       14, 000
 314,        9, 000
 315,       17, 000
 316,       21, 000
 317,       10, 000
 318,       10, 000
 319,        9, 000
 320,       12, 000
 321,       16, 000
 322,       10, 000
 323,       14, 000
 324,       11, 000
 325,        8, 000
 326,        9, 000
 327,       14, 000
 328,       15, 000
 329,        9, 000
 330,       15, 000
 331,       18, 000
 332,       18, 000
 333,       18, 000
 334,       16, 000
 335,       21, 000
 336,       20, 000
 337,       20, 000
 338,       16, 000
 339,       17, 000
 340,       12, 000
 341,       11, 000
 342,       30, 000
 343,       14, 000
 344,       30, 000
 345,       18, 000
 346,       19, 000
 347,       13, 000
 348,       18, 000
 349,       16, 000
 350,       19, 000
 351,       26, 000
 352,       10, 000
 353,       21, 000
 354,       19, 000
 355,       22, 000
 356,       25, 000
 357,       21, 000
 358,       27, 000
 359,       23, 000
 360,       28, 000
 361,       35, 000
 362,       30, 000
 363,       15, 000
 364,       28, 000
 365,       27, 000
 366,       28, 000
 367,       24, 000
 368,       25, 000
 369,       35, 000
 370,       27, 000
 371,       33, 000
 372,       36, 000
 373,       36, 000
 374,       27, 000
 375,       32, 000
 376,       33, 000
 377,       36, 000
 378,       38, 000
 379,       36, 000
 380,       41, 000
 381,       50, 000
 382,       34, 000
 383,       31, 000
 384,       33, 000
 385,       50, 000
 386,       50, 000
 387,       50, 000
 388,       50, 000
 389,       42, 000
 390,       58, 000
 391,       42, 000
 392,       50, 000
 393,       50, 000
 394,       53, 000
 395,       51, 000
 396,       65, 000
 397,       65, 000
 398,       64, 000
 399,       51, 000
 400,       62, 000
 401,       67, 000
 402,       70, 000
 403,       70, 000
 404,       71, 000
 405,       87, 000
 406,       95, 000
 407,       75, 000
 408,      104, 000
 409,      100, 000
 410,      107, 000
 411,      130, 000
 412,      144, 000
 413,      141, 000
 414,      156, 000
 415,      196, 000
 416,      162, 000
 417,      192, 000
 418,      197, 000
 419,      173, 000
 420,      218, 000
 421,      208, 000
 422,      212, 000
 423,      190, 000
 424,      210, 000
 425,      192, 000
 426,      170, 000
 427,      195, 000
 428,      169, 000
 429,      160, 000
 430,      205, 000
 431,      201, 000
 432,      186, 000
 433,      186, 000
 434,      219, 000
 435,      261, 000
 436,      248, 000
 437,      343, 000
 438,      361, 000
 439,      370, 000
 440,      440, 000
 441,      478, 000
 442,      589, 000
 443,      675, 000
 444,      717, 000
 445,      766, 000
 446,      946, 000
 447,     1025, 000
 448,     1093, 000
 449,     1174, 000
 450,     1288, 000
 451,     1228, 000
 452,     1254, 000
 453,     1308, 000
 454,     1267, 000
 455,     1232, 000
 456,     1109, 000
 457,     1112, 000
 458,     1086, 000
 459,     1111, 000
 460,     1248, 000
 461,     1393, 000
